Title,Date,Creator and role,Department,Medium text statement,IRN,Image Filename,colour0,colour1,colour2,colour3,colour4,CSS_colour0,CSS_colour1,CSS_colour2,CSS_colour3,CSS_colour4
Study for 'Bloom',1996,"HARRIS, Brent - ",Contemporary Australian Art,Coloured pencil with pencil and ink,17719,2012.627.015_001.jpg,#e2e14a,#e1ddd1,#564135,#bc8466,#dfc691,darkkhaki,gainsboro,darkolivegreen,rosybrown,burlywood
Study for 'Bloom' (Bloom),2000,"HARRIS, Brent - ",Contemporary Australian Art,Coloured pencil with pencil and ink,17938,2012.627.016_001.jpg,#b29d85,#e1ded4,#dede5f,#d8cea0,#4c3f34,rosybrown,gainsboro,khaki,tan,darkslategray
Study for 'Bloom',1996,"HARRIS, Brent - ",Contemporary Australian Art,Coloured pencil with pencil and ink,19126,2012.627.017_001.jpg,#d5d2c5,#988168,#d1d280,#b9a78f,#5a5145,lightgray,gray,burlywood,rosybrown,darkolivegreen
Double Dead Bunny,1993,"HARRIS, Brent - ",Contemporary Australian Art,Colour screenprint,20751,2014.352_001_composite.jpg,#d9dbaf,#636360,#2f1b0f,#e2e5d6,#807f7b,palegoldenrod,dimgray,black,gainsboro,gray
Troubled (Appalling moment),1995,"HARRIS, Brent - ",Contemporary Australian Art,"Soft-ground etching, foul-bite and plate-tone",34893,2020.239_001.jpg,#f8f6e2,#bab7a8,#c6c3b3,#676457,#f4f1df,oldlace,darkgray,silver,dimgray,beige
Troubled (Appalling moment),1995,"HARRIS, Brent - ",Contemporary Australian Art,"Soft-ground etching, foul-bite and plate-tone",34894,2020.240_001.jpg,#f4f1de,#d5c9ab,#706651,#c9bda1,#f8f6e2,beige,silver,dimgray,tan,oldlace
To the river,2004,"HARRIS, Brent - ",Contemporary Australian Art,Colour lithograph,34896,2020.242_001.jpg,#f2edda,#6e6554,#988d76,#beb298,#49433b,antiquewhite,dimgray,gray,tan,darkslategray
Greetings from Tassie (from 'Right here right now - Australia 1988' portfolio),1987,"HARRIS, Pamela - ",Contemporary Australian Art,Screenprint,10198,1989.186.015_001.jpg,#8c8a7f,#e5e2d6,#d1b127,#944452,#d4ab9b,gray,gainsboro,goldenrod,sienna,tan
The Downs,,"HARRIS, Rex - ",International Art,Watercolour,1359,1-0522_001.jpg,#dfd4b5,#29747b,#d3b248,#87a48c,#704d2a,wheat,teal,darkkhaki,darkseagreen,saddlebrown
Untitled (gift mat #I) Cape Malays/Cape Malaise,2007,"HARRY, Newell - ",Contemporary Australian Art,"Woven pandanus, dye",3738,2007.285_001.jpg,#fcf7f9,#6e4c6e,#a38590,#472151,#d2b8b0,snow,dimgray,rosybrown,darkslategray,silver
Untitled (gift mat #V) Kape Koloured Koon Karnival/Cape Coloured Kaapse Klopse,2007,"HARRY, Newell - ",Contemporary Australian Art,"Woven pandanus, dye",5577,2007.286_001.jpg,#d0136c,#d3ac98,#fefcfd,#da5c89,#f7aabe,mediumvioletred,tan,snow,palevioletred,lightpink
Untitled (gift mat #X) No point being King Shit of Turd Island,2007,"HARRY, Newell - ",Contemporary Australian Art,"Woven pandanus, dye",13428,2007.287_001.jpg,#dab8a6,#5b2b2f,#fdf9f8,#845855,#b48f80,tan,saddlebrown,snow,dimgray,rosybrown
Our community (from 'Our love means safe sex' series),1992,"HARSENT, Simon - ",Contemporary Australian Art,Colour offset print,3027,1993.406_001.jpg,#ece8ed,#594b4c,#b3a6a8,#262024,#897b7c,lavender,darkslategray,darkgray,black,gray
Habit or hot pants (from 'Our love means safe sex' series),1992,"HARSENT, Simon - ",Contemporary Australian Art,Colour offset print,6194,1993.407_001.jpg,#7d7071,#e8e4e9,#261f22,#a69a9c,#4d4143,gray,lavender,black,darkgray,darkslategray
Some of us have ... (from 'Our love means safe sex' series),1992,"HARSENT, Simon - ",Contemporary Australian Art,Colour offset print,2660,1993.408_001.jpg,#231e22,#a29699,#807374,#ebe7ed,#554a4d,black,darkgray,gray,lavender,darkslategray
Some of us inject ... (from 'Our love means safe sex' series),1992,"HARSENT, Simon - ",Contemporary Australian Art,Colour offset print,2387,1993.409_001.jpg,#ebe7ec,#5e5357,#887c80,#393035,#b7acb0,lavender,dimgray,gray,darkslategray,darkgray
Activities,c.1985,"HART, Sally - ",Contemporary Australian Art,Screenprint,9894,1991.067_001.jpg,#ce473f,#f1cc62,#6d4492,#ebdae3,#813135,indianred,sandybrown,darkslateblue,gainsboro,brown
A secret visit to the pleasure quarters,1770,"HARUNOBU, Suzuki - ",Asian Art,Colour woodblock print (chuban),6923,1987.078_001.jpg,#97714e,#cdb385,#d0ad68,#5b442c,#d7bf97,sienna,tan,darkkhaki,darkolivegreen,tan
"Two women, one climbing ladder (reprint)",unknown,"HARUNOBU, Suzuki - ",Asian Art,Colour woodblock print,1922,1990.171_001.jpg,#d6b992,#87674b,#c38d5a,#473623,#c2a57c,tan,dimgray,peru,darkslategray,darkkhaki
"Lovers in the snow, Chuban (reprint)",c.1768,"HARUNOBU, Suzuki - ",Asian Art,Colour woodblock print,794,1990.172_001.jpg,#ccac81,#251e1b,#6f533a,#d6b78f,#a27d5f,tan,black,darkolivegreen,tan,gray
Beauty at the Verandah (no. 7 from a set of 25 reprints),1955,"HARUNOBU, Suzuki - ",Asian Art,Colour woodblock print,5400,1990.206.007_001.jpg,#7f6b55,#e4d0af,#af8670,#bdaf97,#654d3b,dimgray,wheat,rosybrown,tan,darkolivegreen
Woman in snow (no. 10 from incomplete set of 25 reprints),1961,"HARUNOBU, Suzuki - ",Asian Art,Colour woodblock print,7275,1990.207.010_001.jpg,#6e5845,#bcb19f,#ad8771,#d8bb78,#d5c9b0,darkolivegreen,darkgray,rosybrown,burlywood,silver
Cool of the Evening (no. 8 from a set of twenty-five reprints),1955,"HARUSHIGE,  - ",Asian Art,Colour woodblock print,1943,1990.206.008_001.jpg,#bd9678,#e5c793,#61533d,#ded2b1,#937e63,rosybrown,burlywood,darkolivegreen,wheat,gray
Pair of vases,1919,"HARVEY SCHOOL,  - ",Australian Art,Hand-built swelling cylindrical form inlaid with heart and diamond motifs in brown with pink glaze,8623,1989.138.001-2_001.jpg,#d0c8c2,#db998b,#995d52,#c08173,#f4f3ee,silver,darksalmon,sienna,rosybrown,whitesmoke
Plaque:  Pat,1925,"HARVEY, L.J. - ",Australian Art,"Wood, carved low relief",7104,1-1533_001.jpg,#3a2518,#efede9,#928c86,#623413,#5b4336,darkslategray,linen,gray,saddlebrown,darkolivegreen
Plaque:  Old Calabash,c.1924,"HARVEY, L.J. - ",Australian Art,"Plaster, cast and incised in original black painted frame",563,4-0923_001.jpg,#504f4e,#e8e5df,#101311,#8f8e89,#333433,darkslategray,gainsboro,black,gray,darkslategray
Plaque:  (Neoclassic motif),c.1924,"HARVEY, L.J. - ",Australian Art,Plaster cast and incised with original frame,1752,4-0924_001.jpg,#f8f6f2,#59443c,#938f8b,#362620,#d9d7d2,whitesmoke,darkolivegreen,gray,darkslategray,lightgray
Design for leatherwork: Lillium,c.1943-45,"HARVEY, L.J. - ",Australian Art,Design: pencil on thin card,10658,4-0926.001_001.jpg,#fbfbf8,#e0ccac,#c5b194,#a8967d,#d8c3a3,snow,wheat,tan,rosybrown,tan
Design for leatherwork: Lyre,c.1943-45,"HARVEY, L.J. - ",Australian Art,Design: pencil on thin card,1847,4-0926.002_001.jpg,#dbb892,#b89a7c,#faf7f1,#967d65,#d1ae89,burlywood,rosybrown,floralwhite,gray,tan
Design for leatherwork: Scroll,c.1943-45,"HARVEY, L.J. - ",Australian Art,Design: pencil on thin card,6456,4-0926.003_001.jpg,#dabd9a,#fcfbf8,#a48d73,#e2c6a2,#c8ab8b,tan,snow,rosybrown,burlywood,tan
Design for leatherwork: Dolphin,c.1943-45,"HARVEY, L.J. - ",Australian Art,Design: pencil on thin card,5976,4-0926.004_001.jpg,#c19d79,#fcfaf8,#b49270,#c9a37f,#a28262,rosybrown,snow,rosybrown,tan,gray
Design for leatherwork: Gumnut purse,c.1943-45,"HARVEY, L.J. - ",Australian Art,Design: pencil on thin card,6647,4-0926.005_001.jpg,#d8ba96,#e0dacd,#978167,#fbfbf8,#bfa585,tan,gainsboro,gray,snow,rosybrown
Design for leatherwork: Rose,c.1943-45,"HARVEY, L.J. - ",Australian Art,Design: pencil on thin card,7683,4-0926.006_001.jpg,#e4c9a5,#fdfcfa,#c6ab8c,#ddbf9b,#a99075,wheat,snow,tan,burlywood,rosybrown
Plaque:  Beatrice,1925,"HARVEY, L.J. - ",Australian Art,"Beech, inset, carved and stained",274,1983.016_001.jpg,#978a84,#51433a,#f2efeb,#713b0d,#362012,gray,darkolivegreen,linen,saddlebrown,black
Plaque:  (seated nymph),c.1930s,"HARVEY, L.J. - ",Australian Art,Plaster bas relief with bronze paint. Framed,4518,1983.046.006_001.jpg,#503a2e,#f9f7f4,#968c83,#241d15,#6a5748,darkolivegreen,whitesmoke,gray,black,dimgray
Footed bowl,1920,"HARVEY, L.J. - ",Australian Art,Hand-built earthenware with in-curving sides and triform shapes extending to form feet.  Three graduated dots set above a carved shape on each side.  Glazed green with red,2751,1983.154.002_001.jpg,#f4f0ee,#637b63,#96a893,#21452e,#e7e4e1,whitesmoke,dimgray,darkseagreen,darkslategray,gainsboro
"Wallbracket:  Infancy, Youth and Maturity",c.1912,"HARVEY, L.J. - ",Australian Art,Beech carved circular panels depicting bust of a baby and an old woman flanking a larger square panel of a young woman in a wide brimmed hat in 3/4 profile. Framed in silky oak with two carved pillars and subsidiary leaf ornament in the art nouveau manner,7259,1987.053_001.jpg,#352d26,#dbd8d1,#786657,#b0ada4,#59422f,darkslategray,lightgray,dimgray,darkgray,darkolivegreen
Wall bracket:  Sour grapes,c.1910-20,"HARVEY, L.J. - ",Australian Art,Carved silky oak,7552,1988.025_001.jpg,#fefefe,#6e4c36,#493123,#8b6447,#b09a8a,white,darkolivegreen,darkslategray,sienna,rosybrown
(Screen with kookaburras and landscape),1931,"HARVEY, L.J. - ",Australian Art,Carved Queensland beech panel with supports in silky oak,7554,1988.027_001.jpg,#cccbcb,#3e2d27,#8d6e5c,#5e483f,#e8e8e8,lightgray,darkslategray,dimgray,darkolivegreen,lavender
Plaque:  Pals,1940,"HARVEY, L.J. - ",Australian Art,Carved Queensland beech,6542,1988.029_001.jpg,#714933,#ccc9ca,#56301e,#b37d60,#a15d2d,saddlebrown,lightgray,saddlebrown,indianred,sienna
Cylindrical vase:  (The fox and the grapes),1933,"HARVEY, L.J. - ",Australian Art,"Hand-built brown clay cylindrical shape, dipped ochre and cream clays and carved with a formalised design.  Clear glaze",2320,1992.032_002.jpg,#b19c85,#663e21,#716b6d,#a17648,#cabeb9,rosybrown,saddlebrown,dimgray,sienna,silver
Vase:  (The fox and the grapes),c.1920s,"HARVEY, L.J. - ",Australian Art,"Slab built white clay body of swelling square profile, dipped brown clay and carved.  Blue-green glaze",3359,1992.033_001.jpg,#e1e0e1,#212820,#687f70,#445147,#bfbdbd,gainsboro,black,dimgray,darkslategray,silver
Marble plaque:  Spirit of night,c.1920s,"HARVEY, L.J. - ",Australian Art,Marble relief in original timber frame,9458,1993.302_003.jpg,#503427,#eeece6,#88837d,#d5d2cb,#442819,darkolivegreen,linen,gray,lightgray,darkslategray
Teapot,1932,"HARVEY, L.J. - ",Australian Art,"Slab built earthenware, hexagonal shape carved with foliate motifs and glazed mottled green and red",1796,1993.303a-b_001.jpg,#f8f9f5,#646156,#cac9bf,#edeee8,#33322d,whitesmoke,dimgray,silver,linen,darkslategray
Seats of bicycles of Penang port labourers,1993,"HASHIM, Ismail - ",Contemporary Asian Art,"Gelatin silver photograph, hand-coloured",14340,1993.402_002.jpg,#e8ece8,#7f746c,#cbc9bc,#4e4741,#a9a097,linen,gray,silver,darkslategray,darkgray
Too much sushi II (from 'Urban lei' series),2002,"HASTINGS-McFALL, Niki - ",Pacific Art,"Plastic soy sauce containers, sterling silver and black brass fishing swivels",10266,2002.179_002.jpg,#edefec,#deded8,#bebdb6,#f4f6f5,#706d66,whitesmoke,gainsboro,silver,whitesmoke,dimgray
Piha blowhole (from 'Afio mai Aukilani' series),2002,"HASTINGS-McFALL, Niki - ",Pacific Art,"Tracing paper, mother of pearl beads and nylon thread",9785,2002.180_002.jpg,#676f68,#fcfbf9,#a8a89a,#8a8f83,#cccbbc,dimgray,snow,darkgray,gray,silver
Shopping (from 'Urban lei' series),2002,"HASTINGS-McFALL, Niki - ",Pacific Art,"Plastic bags, nylon thread and glass beads",9786,2002.181_002.jpg,#c7c4bb,#f7f7f5,#d7d4cc,#b7b3a8,#e7e9e6,silver,whitesmoke,lightgray,darkgray,gainsboro
"Matsushima Island, near Sendai",c.1935,"HASUI, Kawase - ",Asian Art,Colour woodcut,6768,2-0570A_001.jpg,#83a197,#855c44,#d0bd9f,#48382d,#438489,lightslategray,sienna,tan,darkslategray,steelblue
Rain at Maekawa in Sagami Province (from ‘Selected Views of the Tôkaidô Road’ series),1932,"HASUI, Kawase - ",Asian Art,Colour woodblock print,4710,1990.142_001.jpg,#3e3734,#7a7468,#231f1f,#d3bb97,#574f48,darkslategray,dimgray,black,tan,darkolivegreen
Moon over Kiyosumi Garden,1938,"HASUI, Kawase - ",Asian Art,Colour woodblock print,6769,1990.143_001.jpg,#78796f,#989e91,#3c3834,#bdc8b7,#5d5b53,gray,darkseagreen,darkslategray,silver,dimgray
"Daimotsu, Amagasaki (from ‘Collection of scenic views of Japan II, Kansai edition’ series)",1940,"HASUI, Kawase - ",Asian Art,Colour woodblock print,4711,1990.144_001.jpg,#33393b,#678681,#4f5957,#1c1d21,#d3bb92,darkslategray,slategray,darkslategray,black,tan
Houses near Korean temple,1940,"HASUI, Kawase - ",Asian Art,Colour woodblock print,1415,1990.145_001.jpg,#302925,#796556,#504239,#b59275,#1f1a19,darkslategray,dimgray,darkslategray,rosybrown,black
"Omiya, overlooking Nuumakawa River",1930,"HASUI, Kawase - ",Asian Art,Colour woodblock print,2003,1993.431_001.jpg,#313030,#686e69,#242122,#515755,#3c3c3c,darkslategray,dimgray,black,darkslategray,darkslategray
Winter landscape,1967,"HATCH, Brian - ",Australian Art,Oil and collage,4042,1996.133_001.jpg,#8c6a4f,#dfd8d1,#b48f68,#c37e25,#b0a190,dimgray,gainsboro,rosybrown,chocolate,rosybrown
Measures of distance,1988,"HATOUM, Mona - ",Contemporary International Art,"Videotape:  16 minutes, colour, stereo",8731, 1996.113_001_still.jpg,,,,,,,,,,
So much I want to say,1985,"HATOUM, Mona - ",Contemporary International Art,"Videotape:  5 minutes, black and white, mono",14100,1999.034_001_still.jpg,#8eb0ee,#334764,#5e7bb0,#c5e6fc,#0f1308,skyblue,darkslategray,steelblue,paleturquoise,black
It's raining in Mango,2002,"HATTAM, Katherine - ",Contemporary Australian Art,Mixed media,5433,2010.175_001.jpg,#b46d7d,#d1ccc8,#442f22,#bbaa87,#ac4215,rosybrown,lightgray,darkslategray,tan,sienna
Inner strength (from 'Volatile alliances' 1995 portfolio),1994,"HAUKSDÓTTIR, Valgerdur - ",Contemporary International Art,Lithograph,4778,1998.055.016_001.jpg,#4b4539,#d2b384,#e5cb9a,#827259,#bb9d72,darkslategray,tan,burlywood,dimgray,darkkhaki
A view near Athens,c.1816-29,"HAVELL, attrib. to William - ",International Art,Watercolour and gouache over pencil,8022,1-0889_001.jpg,#523829,#a6845d,#6f4d36,#39251c,#8d6a4a,darkolivegreen,peru,darkolivegreen,darkslategray,sienna
Russel and the Panguna Mine (from 'Blood Generation' series),"2009, printed 2014","HAVINI, Taloi - Artist; MILLER, Stuart - Photographer",Pacific Art,Digital print,21286,2014.406_001.jpg,#1e1d19,#ededea,#5c5955,#3d3a34,#818986,black,linen,dimgray,darkslategray,gray
"Mathew in the blue corner, Buka (from 'Blood Generation' series)","2011, printed 2014","HAVINI, Taloi - Artist; MILLER, Stuart - Photographer",Pacific Art,Digital print,21287,2014.407_001.jpg,#ededea,#252426,#584b4d,#0c0b0f,#8f8080,linen,darkslategray,darkslategray,black,gray
"Veronica working the gardens, Buka (from 'Blood Generation' series)","2011, printed 2014","HAVINI, Taloi - Artist; MILLER, Stuart - Photographer",Pacific Art,Digital print,21288,2014.408_001.jpg,#0c0f09,#ededea,#505339,#8c978c,#2c2d1b,black,linen,darkolivegreen,gray,darkslategray
Glass pyramid (from 'Volatile alliances' 1995 portfolio),1994,"HAWKER, George - ",Contemporary International Art,Lithograph,43,1998.055.010_001.jpg,#c0b39c,#877e6f,#f1e1c1,#a69a88,#514d45,tan,gray,bisque,rosybrown,darkslategray
Ponch and Ida (from 'Our mums and us' series),1976,"HAWKES, Ponch - ",Contemporary Australian Art,Gelatin silver photograph,696,1995.127_001.jpg,#e6e6e6,#4d4946,#bab7b4,#827d79,#221e1e,gainsboro,darkslategray,silver,gray,black
Margaret and Micky (from 'Our mums and us' series),1976,"HAWKES, Ponch - ",Contemporary Australian Art,Gelatin silver photograph,8917,1995.128_001.jpg,#e8e7e7,#2a2627,#565251,#b3afae,#84807e,lavender,darkslategray,dimgray,darkgray,gray
Ethel and Margot (from 'Our mums and us' series),1976,"HAWKES, Ponch - ",Contemporary Australian Art,Gelatin silver photograph,1838,1995.129_001.jpg,#e8e8e7,#1a1619,#999592,#c4c2c0,#54514e,lavender,black,darkgray,silver,darkslategray
Mimi and Danny (from 'Our mums and us' series),1976,"HAWKES, Ponch - ",Contemporary Australian Art,Gelatin silver photograph,6807,1995.130_001.jpg,#e7e6e6,#272224,#9d9999,#cac8c9,#615d5e,gainsboro,darkslategray,darkgray,silver,dimgray
From the gods,1955,"HAWKINS, Weaver - ",Australian Art,Oil,5205,1-1462_001.jpg,#2b383c,#705b52,#a58b68,#604331,#c8beac,darkslategray,dimgray,gray,darkolivegreen,silver
Cammeray,1960,"HAWKINS, Weaver - ",Australian Art,Watercolour and gouache over pencil,1433,1-1761_001.jpg,#52605e,#afa495,#768786,#cecbb7,#a57360,dimgray,darkgray,slategray,silver,indianred
Japonica,1967,"HAWKINS, Weaver - ",Australian Art,Watercolour,576,1-1850_001.jpg,#8e9e9d,#093138,#823136,#c4bdb9,#217979,darkgray,darkslategray,brown,silver,teal
The round table,1940,"HAWKINS, Weaver - ",Australian Art,Oil,9331,2004.193_002.jpg,#3e3b39,#817555,#a28d77,#54655f,#64513d,darkslategray,dimgray,rosybrown,dimgray,darkolivegreen
Rice ploughing,,"HAXTON, Elaine - ",Australian Art,"Watercolour, gouache, reed pen and ink over pencil",5610,1-1115_001.jpg,#c3b2a5,#5c4e46,#251f1d,#9d8c7f,#7d6c61,darkgray,darkolivegreen,black,gray,dimgray
Ecce Homo,late 19th century,"HAY, J. Sydney - Copyist; BARBIER, after Guercino Francesco - Author",International Art,Oil,8340,1-0073_001.jpg,#382519,#b79363,#734621,#19110c,#986c40,darkslategray,darkkhaki,saddlebrown,black,sienna
The artist's wife,c.1934-35,"HAYSOM, Melville - ",Australian Art,Oil,13476,1-0198_001.jpg,#373a34,#5b8584,#9faf9f,#141110,#39686c,darkslategray,slategray,darkgray,black,darkslategray
Self portrait,1936,"HAYSOM, Melville - ",Australian Art,Oil,10709,1-0245_001.jpg,#201f21,#bdb695,#dbdacf,#5d4b2f,#8e7448,black,tan,lightgray,darkolivegreen,sienna
Albion Stacks,c.1949,"HAYSOM, Melville - ",Australian Art,Oil,4585,1-0456_001.jpg,#cab79a,#946a3c,#a58c72,#584230,#7b6960,tan,sienna,rosybrown,darkolivegreen,dimgray
La Roulotte,2004,"HAZOUME, Romuald - ",Contemporary International Art,Type C photograph,9223,2009.242_001.jpg,#edc570,#1a181a,#99714e,#90a2a0,#62432f,burlywood,black,sienna,darkgray,darkolivegreen
Avion de Terre,2004,"HAZOUME, Romuald - ",Contemporary International Art,Type C photograph,7433,2009.243_001.jpg,#8e8372,#372826,#d9d6d6,#c8a87f,#63584b,gray,darkslategray,lightgray,tan,dimgray
Liberte,2009,"HAZOUME, Romuald - ",Contemporary International Art,"Plastic, porcupine quills and fabric",2055,2010.008_001.jpg,#f6f6f6,#41423c,#a2a990,#087094,#d7d8d6,whitesmoke,darkslategray,darkgray,teal,lightgray
Nest Violeta,2009,"HAZOUME, Romuald - ",Contemporary International Art,"Plastic, porcupine quills and fabric",2695,2010.009_001.jpg,#d1d1cf,#147392,#b0a486,#393137,#eaeaed,lightgray,teal,rosybrown,darkslategray,lavender
Future Remnant,2011,"HEALY, Claire - Artist; CORDEIRO, Sean - Artist",Contemporary Australian Art,"Resin, steel, plywood, laminated medium density fibreboard, plastic cable",19494,GOMA_SugarSpin_installationview_20161128_nharth_043.jpg,#1c1512,#dbcfc5,#b78d71,#7e452f,#f1f0ee,black,lightgray,rosybrown,saddlebrown,whitesmoke
Untitled #1111,2005,"HEARMAN, Louise - ",Contemporary Australian Art,Oil,7946,2006.001_002.jpg,#211e24,#9db0bd,#364049,#607381,#bfd1db,black,darkgray,darkslategray,slategray,lightsteelblue
Untitled #1084,2004,"HEARMAN, Louise - ",Contemporary Australian Art,Oil,11097,2006.002_001.jpg,#161416,#667681,#2a323e,#b0b0aa,#465865,black,slategray,darkslategray,darkgray,darkslategray
Untitled #1086,2005,"HEARMAN, Louise - ",Contemporary Australian Art,Oil,11098,2006.003_001.jpg,#614e42,#1a1317,#998b7f,#b8afa4,#322b29,darkolivegreen,black,gray,darkgray,darkslategray
Untitled #1109,2004,"HEARMAN, Louise - ",Contemporary Australian Art,Oil,5432,2006.004_001.jpg,#17130e,#6f6649,#453f34,#2a2722,#9e985e,black,dimgray,darkslategray,darkslategray,darkkhaki
Untitled,1990,"HEARMAN, Louise - ",Contemporary Australian Art,Charcoal,7575,2009.083_001.jpg,#838381,#454544,#9c9d99,#b6b7b1,#646463,gray,darkslategray,darkgray,silver,dimgray
Der Sinn des Hitlergrusses (The meaning of Hitler salute),"1932, printed 1957","HEARTFIELD, John - ",International Art,Photo-lithograph,9915,1991.215_001.jpg,#5e5443,#eee5d8,#a79c8b,#d2c7bb,#7a6e5d,darkolivegreen,antiquewhite,rosybrown,silver,dimgray
Wie im Mittelalter...so im Dritten Reich (As in the Middle Ages...so in the Third Reich),"1934, printed 1957","HEARTFIELD, John - ",International Art,Photo-lithograph,3014,1991.216_001.jpg,#6c563f,#f0e6d5,#ab9780,#8a745c,#cfbfac,darkolivegreen,antiquewhite,rosybrown,dimgray,silver
"Hurrah, die Butter ist alle!  (Hurrah, the butter is finished!)","1935, printed 1957","HEARTFIELD, John - ",International Art,Photo-lithograph,7411,1991.217_001.jpg,#5c5240,#efe6d5,#a89f8c,#cfc7b4,#7d735f,darkolivegreen,antiquewhite,rosybrown,silver,dimgray
Niemals wieder!  (Never again!),"c.1940, printed 1957","HEARTFIELD, John - ",International Art,Photo-lithograph,6105,1991.218_001.jpg,#2d2b2d,#f2e8d5,#d2cbba,#3c3936,#969084,darkslategray,antiquewhite,silver,darkslategray,gray
Brooch:  Event in the room,1985,"HEATH, Barbara - ",Contemporary Australian Art,"Sterling silver, titanium, gold and photograph beneath perspex",1959,1994.004_001.jpg,#cacbcd,#87847f,#b7b7b7,#05529f,#393c41,lightgray,gray,silver,teal,darkslategray
